indicator_id,indicator_name,domain,agency_name,dimension_category,dimension,industry,interval,period,unit,value
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Finance (DOF),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,6.4
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Health and Mental Hygiene  (DOHMH),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,4.5
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Health and Mental Hygiene  (DOHMH),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Health and Mental Hygiene  (DOHMH),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,1.5
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Health and Mental Hygiene  (DOHMH),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,12
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Health and Mental Hygiene  (DOHMH),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,4.4
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Investigation (DOI),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,1.3
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Investigation (DOI),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,0.8
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Investigation (DOI),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Investigation (DOI),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,9.1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Information Technology and Telecommunications (OTI),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,0.6
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Information Technology and Telecommunications (OTI),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,0.8
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Information Technology and Telecommunications (OTI),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Information Technology and Telecommunications (OTI),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Probation (DOP),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,1.6
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Probation (DOP),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Probation (DOP),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,5.1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Probation (DOP),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Transportation (DOT),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,1.1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Transportation (DOT),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Transportation (DOT),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,1.2
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Transportation (DOT),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Transportation (DOT),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Parks and Recreation (DPR),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,0.8
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Parks and Recreation (DPR),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Parks and Recreation (DPR),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,0.7
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Parks and Recreation (DPR),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Sanitation (DSNY),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,2.9
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Sanitation (DSNY),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Sanitation (DSNY),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,2.3
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Sanitation (DSNY),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,4
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Sanitation (DSNY),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,4.3
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Youth and Community Development (DYCD),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,2.9
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Youth and Community Development (DYCD),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,1.1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Youth and Community Development (DYCD),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,11.1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Youth and Community Development (DYCD),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Fire Department (FDNY),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,0.7
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Fire Department (FDNY),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,0.4
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Fire Department (FDNY),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,4
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Fire Department (FDNY),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Housing Preservation and Development (HPD),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Housing Preservation and Development (HPD),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Housing Preservation and Development (HPD),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Housing Preservation and Development (HPD),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Housing Preservation and Development (HPD),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Human Resources Administration (HRA),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,1.6
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Human Resources Administration (HRA),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Human Resources Administration (HRA),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Human Resources Administration (HRA),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,2.7
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Human Resources Administration (HRA),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,5.6
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Law Deparment (Law),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Law Deparment (Law),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Law Deparment (Law),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,1.9
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Law Deparment (Law),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Mayor's Office of Criminal Justice (MOCJ),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,13.3
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Mayor's Office of Criminal Justice (MOCJ),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,12.5
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Mayor's Office of Criminal Justice (MOCJ),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,16.7
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Mayor's Office of Criminal Justice (MOCJ),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,New York City Emergency Management (NYCEM),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,0.4
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,New York City Emergency Management (NYCEM),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,New York City Emergency Management (NYCEM),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,1.3
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,New York City Emergency Management (NYCEM),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Police Department (NYPD),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Police Department (NYPD),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,pct,7.7
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Police Department (NYPD),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,1.4
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Police Department (NYPD),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Police Department (NYPD),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,0.3
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Office of Administrative Trials and Hearing (OATH),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,2.6
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Office of Administrative Trials and Hearing (OATH),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,3.9
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Office of Administrative Trials and Hearing (OATH),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Office of Administrative Trials and Hearing (OATH),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Small Business Services (SBS),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,9.9
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Small Business Services (SBS),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Small Business Services (SBS),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,1.9
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Small Business Services (SBS),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,20.6
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Small Business Services (SBS),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,25
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Taxi and Limousine Commission (TLC),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Taxi and Limousine Commission (TLC),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Taxi and Limousine Commission (TLC),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Taxi and Limousine Commission (TLC),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Taxi and Limousine Commission (TLC),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Citywide,Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,pct,0.9
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Citywide,Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,pct,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Citywide,Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,pct,1.4
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Citywide,Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,pct,3.9
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Citywide,Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,pct,1.6
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Administration for Children's Services (ACS),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,contract,4
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Administration for Children's Services (ACS),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Administration for Children's Services (ACS),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Administration for Children's Services (ACS),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,contract,2
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Administration for Children's Services (ACS),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,contract,2
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Commission on Human Rights  (CCHR),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,contract,12
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Commission on Human Rights  (CCHR),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Commission on Human Rights  (CCHR),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Commission on Human Rights  (CCHR),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,contract,10
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Commission on Human Rights  (CCHR),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,contract,2
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Civilian Complaint Review Board  (CCRB),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Civilian Complaint Review Board  (CCRB),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Civilian Complaint Review Board  (CCRB),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Civilian Complaint Review Board  (CCRB),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Civilian Complaint Review Board  (CCRB),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Consumer and Workforce Protection  (DCWP),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,contract,2
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Consumer and Workforce Protection  (DCWP),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Consumer and Workforce Protection  (DCWP),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,contract,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Consumer and Workforce Protection  (DCWP),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,contract,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Consumer and Workforce Protection  (DCWP),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Citywide Administrative Services (DCAS),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,contract,11
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Citywide Administrative Services (DCAS),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Citywide Administrative Services (DCAS),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,contract,8
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Citywide Administrative Services (DCAS),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,contract,3
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Citywide Administrative Services (DCAS),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Cultural Affairs (DCLA),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,contract,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Cultural Affairs (DCLA),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Cultural Affairs (DCLA),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Cultural Affairs (DCLA),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,contract,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Cultural Affairs (DCLA),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of City Planning (DCP),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,contract,7
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of City Planning (DCP),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of City Planning (DCP),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,contract,5
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of City Planning (DCP),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,contract,2
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of City Planning (DCP),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Design and Construction (DDC),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,contract,6
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Design and Construction (DDC),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,contract,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Design and Construction (DDC),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,contract,2
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Design and Construction (DDC),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,contract,2
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Design and Construction (DDC),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,contract,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Environmental Protection (DEP),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,contract,22
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Environmental Protection (DEP),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,contract,3
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Environmental Protection (DEP),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,contract,16
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Environmental Protection (DEP),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,contract,2
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Environmental Protection (DEP),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,contract,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department for the Aging (DFTA),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,contract,3
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department for the Aging (DFTA),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department for the Aging (DFTA),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,contract,2
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department for the Aging (DFTA),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,contract,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department for the Aging (DFTA),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Homeless Services (DHS),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,contract,2
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Homeless Services (DHS),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Homeless Services (DHS),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,contract,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Homeless Services (DHS),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,contract,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Homeless Services (DHS),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Building (DOB),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,contract,2
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Building (DOB),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Building (DOB),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Building (DOB),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,contract,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Building (DOB),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,contract,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Correction (DOC),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,contract,11
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Correction (DOC),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,contract,0
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Correction (DOC),Race_Ethnicity_Gender,Black Female,Goods,Fiscal Year,2021,contract,9
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Correction (DOC),Race_Ethnicity_Gender,Black Female,Professional Services,Fiscal Year,2021,contract,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Correction (DOC),Race_Ethnicity_Gender,Black Female,Standardized Services,Fiscal Year,2021,contract,1
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Finance (DOF),Race_Ethnicity_Gender,Black Female,Total,Fiscal Year,2021,contract,5
12,City Contracts Awarded to M/WBEs by Agency,Diverse and Inclusive Government,Department of Finance (DOF),Race_Ethnicity_Gender,Black Female,Construction Services,Fiscal Year,2021,contract,0
